name;iny-runtime;iny-parsing;iny-relation
automata/nfa-bench/benchmarks/automata_inclusion/false-T224-rhs.mata;0.0; 0.00277983; 0.0001
automata/nfa-bench/benchmarks/automata_inclusion/false-T23-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T23-rhs.mata;0.11; 0.0259933; 0.0920
automata/nfa-bench/benchmarks/automata_inclusion/false-T231-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T231-rhs.mata;0.0; 0.00147135; 0.0001
automata/nfa-bench/benchmarks/automata_inclusion/false-T232-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T232-rhs.mata;0.0; 0.00246456; 0.0002
automata/nfa-bench/benchmarks/automata_inclusion/false-T233-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T233-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T234-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T234-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T235-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T235-rhs.mata;0.0; 0.00132372; 0.0001
automata/nfa-bench/benchmarks/automata_inclusion/false-T236-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T236-rhs.mata;0.0; 0.00447546; 0.0005
automata/nfa-bench/benchmarks/automata_inclusion/false-T237-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T237-rhs.mata;0.0; 0.00311709; 0.0001
automata/nfa-bench/benchmarks/automata_inclusion/false-T238-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T238-rhs.mata;0.01; 0.00935539; 0.0068
automata/nfa-bench/benchmarks/automata_inclusion/false-T239-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T239-rhs.mata;0.0; 0.0053786; 0.0007
automata/nfa-bench/benchmarks/automata_inclusion/false-T24-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T24-rhs.mata;0.01; 0.00861978; 0.0042
automata/nfa-bench/benchmarks/automata_inclusion/false-T25-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T25-rhs.mata;0.13; 0.036028; 0.1068
automata/nfa-bench/benchmarks/automata_inclusion/false-T26-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T26-rhs.mata;0.0; 0.00670764; 0.0042
automata/nfa-bench/benchmarks/automata_inclusion/false-T27-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T27-rhs.mata;1.14; 0.0700926; 1.0721
automata/nfa-bench/benchmarks/automata_inclusion/false-T28-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T28-rhs.mata;0.13; 0.0262123; 0.1072
automata/nfa-bench/benchmarks/automata_inclusion/false-T29-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/false-T29-rhs.mata;2.73; 0.0862103; 2.6461
automata/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-Bakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBad-A-0-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBad-A-0-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-3-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-3-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-4-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery-4P-BinEnc-BwBadi-B-4-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-2-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partial-A-3-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-0-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-1-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbOneOne-Nondet-Partiali-B-4-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-lhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-0-rhs.mata;TO;TO;TO
automata/nfa-bench/benchmarks/automata_inclusion/true-IBakery4pBinEnc-FbtOneOne-Nondet-A-1-lhs.mata;TO;TO;TO
